BmGene	BmChr	BmGeneStart	Bmsbid	PnGene	PnChr	PnGeneStart	sbid
BGIBMGA008123	Bmori_chr_14	2003265	32	PIENAPG00000012077	Pnapi_chr_20	54818	52
BGIBMGA008124	Bmori_chr_14	2020447	32	PIENAPG00000011141	Pnapi_chr_20	60489	52
BGIBMGA008125	Bmori_chr_14	2080556	32	PIENAPG00000006978	Pnapi_chr_20	86366	52
BGIBMGA008126	Bmori_chr_14	2185514	32	PIENAPG00000009225	Pnapi_chr_20	116121	52
BGIBMGA008128	Bmori_chr_14	2202724	32	PIENAPG00000012045	Pnapi_chr_20	123030	52
BGIBMGA008133	Bmori_chr_14	2383698	32	PIENAPG00000007372	Pnapi_chr_20	519933	52
BGIBMGA008134	Bmori_chr_14	2398286	32	PIENAPG00000004051	Pnapi_chr_20	467150	52
BGIBMGA008135	Bmori_chr_14	2459145	32	PIENAPG00000010215	Pnapi_chr_20	566860	52
BGIBMGA008138	Bmori_chr_14	2537339	32	PIENAPG00000010490	Pnapi_chr_20	624413	52
BGIBMGA008139	Bmori_chr_14	2546230	32	PIENAPG00000004661	Pnapi_chr_20	635389	52
BGIBMGA008154	Bmori_chr_14	2740169	33	PIENAPG00000002695	Pnapi_chr_6	11265816	87
BGIBMGA008155	Bmori_chr_14	2745212	33	PIENAPG00000010075	Pnapi_chr_6	11259646	87
BGIBMGA008156	Bmori_chr_14	2762551	33	PIENAPG00000008536	Pnapi_chr_6	11256728	87
BGIBMGA008157	Bmori_chr_14	2771683	33	PIENAPG00000003185	Pnapi_chr_6	11253725	87
BGIBMGA008161	Bmori_chr_14	2840060	33	PIENAPG00000009400	Pnapi_chr_6	11153271	87
BGIBMGA008162	Bmori_chr_14	2853265	33	PIENAPG00000000683	Pnapi_chr_6	11141839	87
BGIBMGA008171	Bmori_chr_14	3088382	33	PIENAPG00000004497	Pnapi_chr_6	10981011	87
BGIBMGA008172	Bmori_chr_14	3093087	33	PIENAPG00000007792	Pnapi_chr_6	10976014	87
BGIBMGA008175	Bmori_chr_14	3130684	33	PIENAPG00000005006	Pnapi_chr_6	10961621	87
BGIBMGA008176	Bmori_chr_14	3136335	33	PIENAPG00000005006	Pnapi_chr_6	10961621	87
BGIBMGA008177	Bmori_chr_14	3148069	33	PIENAPG00000010741	Pnapi_chr_6	10946277	87
BGIBMGA008179	Bmori_chr_14	3201666	33	PIENAPG00000005915	Pnapi_chr_6	10918832	87
BGIBMGA008181	Bmori_chr_14	3237924	33	PIENAPG00000008032	Pnapi_chr_6	10824496	87
BGIBMGA008182	Bmori_chr_14	3359875	33	PIENAPG00000002835	Pnapi_chr_6	10669923	87
BGIBMGA008185	Bmori_chr_14	3419256	33	PIENAPG00000008835	Pnapi_chr_6	10662590	87
BGIBMGA008186	Bmori_chr_14	3433673	33	PIENAPG00000002012	Pnapi_chr_6	10649422	87
BGIBMGA008188	Bmori_chr_14	4113785	33	PIENAPG00000002889	Pnapi_chr_6	10210513	87
BGIBMGA008190	Bmori_chr_14	4220461	33	PIENAPG00000011022	Pnapi_chr_6	10148419	87
BGIBMGA008195	Bmori_chr_14	4363105	33	PIENAPG00000006730	Pnapi_chr_6	10064695	87
BGIBMGA008196	Bmori_chr_14	4398962	33	PIENAPG00000001186	Pnapi_chr_6	10062057	87
BGIBMGA008198	Bmori_chr_14	4460457	33	PIENAPG00000008296	Pnapi_chr_6	10015797	87
BGIBMGA008203	Bmori_chr_14	4638172	33	PIENAPG00000008777	Pnapi_chr_6	9906679	87
BGIBMGA008211	Bmori_chr_14	5446382	34	PIENAPG00000004546	Pnapi_chr_20	4016915	52
BGIBMGA008213	Bmori_chr_14	5506332	34	PIENAPG00000002046	Pnapi_chr_20	4000867	52
BGIBMGA008214	Bmori_chr_14	5519229	34	PIENAPG00000000766	Pnapi_chr_20	3997859	52
BGIBMGA008216	Bmori_chr_14	5532433	34	PIENAPG00000001814	Pnapi_chr_20	3981075	52
BGIBMGA008221	Bmori_chr_14	5674184	34	PIENAPG00000010726	Pnapi_chr_20	3791551	52
BGIBMGA008227	Bmori_chr_14	5903446	34	PIENAPG00000003675	Pnapi_chr_20	3563465	52
BGIBMGA008228	Bmori_chr_14	5944676	34	PIENAPG00000003137	Pnapi_chr_20	3511425	52
BGIBMGA008229	Bmori_chr_14	5965910	34	PIENAPG00000011795	Pnapi_chr_20	3504181	52
BGIBMGA008230	Bmori_chr_14	5971440	34	PIENAPG00000007539	Pnapi_chr_20	3409305	52
BGIBMGA008231	Bmori_chr_14	6064603	34	PIENAPG00000000017	Pnapi_chr_20	3418891	52
BGIBMGA008233	Bmori_chr_14	6084608	34	PIENAPG00000009787	Pnapi_chr_20	3403285	52
BGIBMGA008234	Bmori_chr_14	6089623	34	PIENAPG00000007753	Pnapi_chr_20	3398344	52
BGIBMGA008235	Bmori_chr_14	6099158	34	PIENAPG00000009073	Pnapi_chr_20	3387626	52
BGIBMGA008237	Bmori_chr_14	6214739	34	PIENAPG00000006921	Pnapi_chr_20	3249039	52
BGIBMGA008240	Bmori_chr_14	6284953	34	PIENAPG00000010117	Pnapi_chr_20	3193113	52
BGIBMGA008247	Bmori_chr_14	6702467	34	PIENAPG00000003150	Pnapi_chr_20	2783099	52
BGIBMGA008248	Bmori_chr_14	6706816	34	PIENAPG00000003867	Pnapi_chr_20	2773467	52
BGIBMGA008260	Bmori_chr_14	6944165	34	PIENAPG00000005634	Pnapi_chr_20	2663731	52
BGIBMGA008261	Bmori_chr_14	6955157	34	PIENAPG00000013389	Pnapi_chr_20	2650306	52
BGIBMGA008266	Bmori_chr_14	7105303	34	PIENAPG00000009779	Pnapi_chr_20	2475332	52
BGIBMGA008267	Bmori_chr_14	7152256	34	PIENAPG00000012917	Pnapi_chr_20	2362348	52
BGIBMGA008269	Bmori_chr_14	7257470	34	PIENAPG00000008937	Pnapi_chr_20	2343756	52
BGIBMGA008272	Bmori_chr_14	7300348	34	PIENAPG00000007348	Pnapi_chr_20	2286156	52
BGIBMGA008273	Bmori_chr_14	7340906	34	PIENAPG00000007178	Pnapi_chr_20	2227162	52
BGIBMGA008275	Bmori_chr_14	7384521	34	PIENAPG00000005763	Pnapi_chr_20	2180619	52
BGIBMGA008276	Bmori_chr_14	7392916	34	PIENAPG00000011383	Pnapi_chr_20	2172390	52
BGIBMGA008279	Bmori_chr_14	7467259	34	PIENAPG00000005701	Pnapi_chr_20	2142635	52
BGIBMGA008288	Bmori_chr_14	7674512	35	PIENAPG00000005803	Pnapi_chr_6	11267680	87
BGIBMGA008291	Bmori_chr_14	7848902	35	PIENAPG00000013613	Pnapi_chr_6	11369488	87
BGIBMGA008293	Bmori_chr_14	7996121	36	PIENAPG00000010882	Pnapi_chr_20	2029336	52
BGIBMGA008294	Bmori_chr_14	8087711	37	PIENAPG00000001150	Pnapi_chr_6	11542364	87
BGIBMGA008295	Bmori_chr_14	8098527	37	PIENAPG00000000456	Pnapi_chr_6	11548207	87
BGIBMGA008296	Bmori_chr_14	8111707	37	PIENAPG00000011870	Pnapi_chr_6	11556895	87
BGIBMGA008298	Bmori_chr_14	8132959	37	PIENAPG00000010940	Pnapi_chr_6	11572033	87
BGIBMGA008302	Bmori_chr_14	8479495	37	PIENAPG00000011439	Pnapi_chr_6	11859479	87
BGIBMGA008303	Bmori_chr_14	8505161	37	PIENAPG00000000614	Pnapi_chr_6	11873854	87
BGIBMGA008305	Bmori_chr_14	8586351	37	PIENAPG00000005350	Pnapi_chr_6	11902750	87
BGIBMGA008308	Bmori_chr_14	8796091	37	PIENAPG00000009144	Pnapi_chr_6	12082598	87
BGIBMGA008310	Bmori_chr_14	8969521	37	PIENAPG00000000773	Pnapi_chr_6	12270817	87
BGIBMGA008311	Bmori_chr_14	8977723	37	PIENAPG00000011811	Pnapi_chr_6	12279107	87
BGIBMGA008312	Bmori_chr_14	8981658	37	PIENAPG00000001207	Pnapi_chr_6	12285447	87
BGIBMGA008315	Bmori_chr_14	9048904	37	PIENAPG00000006137	Pnapi_chr_6	12525229	87
BGIBMGA008316	Bmori_chr_14	9771429	37	PIENAPG00000011210	Pnapi_chr_6	12688800	87
BGIBMGA008318	Bmori_chr_14	9969384	37	PIENAPG00000008904	Pnapi_chr_6	12842016	87
BGIBMGA008319	Bmori_chr_14	9979584	37	PIENAPG00000010654	Pnapi_chr_6	12917593	87
BGIBMGA008320	Bmori_chr_14	9985291	37	PIENAPG00000007025	Pnapi_chr_6	12920041	87
BGIBMGA008321	Bmori_chr_14	10041920	37	PIENAPG00000002142	Pnapi_chr_6	12958625	87
BGIBMGA008322	Bmori_chr_14	10050119	37	PIENAPG00000007701	Pnapi_chr_6	12963301	87
BGIBMGA008325	Bmori_chr_14	10148253	37	PIENAPG00000005937	Pnapi_chr_6	13012298	87
BGIBMGA008326	Bmori_chr_14	10167547	37	PIENAPG00000011840	Pnapi_chr_6	13026116	87
BGIBMGA008331	Bmori_chr_14	10238396	37	PIENAPG00000001182	Pnapi_chr_6	13061983	87
BGIBMGA008332	Bmori_chr_14	10266271	37	PIENAPG00000012416	Pnapi_chr_6	13081462	87
BGIBMGA008335	Bmori_chr_14	10363161	37	PIENAPG00000010437	Pnapi_chr_6	13142606	87
BGIBMGA008336	Bmori_chr_14	10375721	37	PIENAPG00000004723	Pnapi_chr_6	13147176	87
BGIBMGA008337	Bmori_chr_14	10384598	37	PIENAPG00000004268	Pnapi_chr_6	13155414	87
BGIBMGA008338	Bmori_chr_14	10391095	37	PIENAPG00000000146	Pnapi_chr_6	13162069	87
BGIBMGA008339	Bmori_chr_14	10413480	37	PIENAPG00000003619	Pnapi_chr_6	13172842	87
BGIBMGA008341	Bmori_chr_14	10433067	37	PIENAPG00000009319	Pnapi_chr_6	13190029	87
BGIBMGA008342	Bmori_chr_14	10435282	37	PIENAPG00000007227	Pnapi_chr_6	13206181	87
BGIBMGA008343	Bmori_chr_14	10436897	37	PIENAPG00000002762	Pnapi_chr_6	13193054	87
BGIBMGA008345	Bmori_chr_14	10471023	37	PIENAPG00000013506	Pnapi_chr_6	13217283	87
BGIBMGA008348	Bmori_chr_14	10537166	37	PIENAPG00000009836	Pnapi_chr_6	13245629	87
BGIBMGA008354	Bmori_chr_14	11191744	37	PIENAPG00000012910	Pnapi_chr_6	13553876	87
BGIBMGA008365	Bmori_chr_14	12374964	37	PIENAPG00000010540	Pnapi_chr_6	13606976	87
BGIBMGA008366	Bmori_chr_14	12437008	37	PIENAPG00000004979	Pnapi_chr_6	13609194	87
BGIBMGA008367	Bmori_chr_14	12446369	37	PIENAPG00000013296	Pnapi_chr_6	13620393	87
BGIBMGA008369	Bmori_chr_14	12449938	37	PIENAPG00000011272	Pnapi_chr_6	13631266	87
BGIBMGA008370	Bmori_chr_14	12466931	37	PIENAPG00000000194	Pnapi_chr_6	13634570	87
BGIBMGA008371	Bmori_chr_14	12472751	37	PIENAPG00000008873	Pnapi_chr_6	13643953	87
BGIBMGA008372	Bmori_chr_14	12554611	37	PIENAPG00000010132	Pnapi_chr_6	13657296	87
BGIBMGA008373	Bmori_chr_14	12563517	37	PIENAPG00000007941	Pnapi_chr_6	13659955	87
BGIBMGA008375	Bmori_chr_14	12598141	37	PIENAPG00000003849	Pnapi_chr_6	13666743	87
BGIBMGA008376	Bmori_chr_14	12620208	37	PIENAPG00000004710	Pnapi_chr_6	13673551	87
BGIBMGA008378	Bmori_chr_14	12668786	37	PIENAPG00000011240	Pnapi_chr_6	13686381	87
BGIBMGA008380	Bmori_chr_14	12675372	37	PIENAPG00000006256	Pnapi_chr_6	13691870	87
BGIBMGA008381	Bmori_chr_14	12688793	37	PIENAPG00000011645	Pnapi_chr_6	13699986	87
BGIBMGA008394	Bmori_chr_14	13491659	38	PIENAPG00000007954	Pnapi_chr_24	546312	66
BGIBMGA008397	Bmori_chr_14	13540843	38	PIENAPG00000012830	Pnapi_chr_24	585747	66
BGIBMGA008399	Bmori_chr_14	13616368	38	PIENAPG00000003596	Pnapi_chr_24	670002	66
BGIBMGA008403	Bmori_chr_14	13772496	38	PIENAPG00000000482	Pnapi_chr_24	788941	66
BGIBMGA008405	Bmori_chr_14	13789138	38	PIENAPG00000008363	Pnapi_chr_24	808449	66
BGIBMGA008407	Bmori_chr_14	13800510	38	PIENAPG00000001253	Pnapi_chr_24	823052	66
BGIBMGA008411	Bmori_chr_14	14020087	38	PIENAPG00000002664	Pnapi_chr_24	1005835	66
BGIBMGA008412	Bmori_chr_14	14029196	38	PIENAPG00000000728	Pnapi_chr_24	1015263	66
BGIBMGA008413	Bmori_chr_14	14041991	38	PIENAPG00000003582	Pnapi_chr_24	1029879	66
BGIBMGA008414	Bmori_chr_14	14055513	38	PIENAPG00000011176	Pnapi_chr_24	1052291	66
BGIBMGA008416	Bmori_chr_14	14084931	38	PIENAPG00000011560	Pnapi_chr_24	1072562	66
BGIBMGA008417	Bmori_chr_14	14089628	38	PIENAPG00000011463	Pnapi_chr_24	1096425	66
BGIBMGA008420	Bmori_chr_14	14112542	39	PIENAPG00000009799	Pnapi_chr_15	11402976	32
BGIBMGA008424	Bmori_chr_14	14126127	39	PIENAPG00000008136	Pnapi_chr_15	11391706	32
BGIBMGA008425	Bmori_chr_14	14216824	39	PIENAPG00000011823	Pnapi_chr_15	11308697	32
BGIBMGA008426	Bmori_chr_14	14270775	39	PIENAPG00000005994	Pnapi_chr_15	11277116	32
BGIBMGA008427	Bmori_chr_14	14402278	39	PIENAPG00000009983	Pnapi_chr_15	11136136	32
BGIBMGA008434	Bmori_chr_14	14705194	39	PIENAPG00000009047	Pnapi_chr_15	11415393	32
BGIBMGA008441	Bmori_chr_14	14867311	40	PIENAPG00000009732	Pnapi_chr_24	1370251	66
BGIBMGA008442	Bmori_chr_14	14873382	40	PIENAPG00000009522	Pnapi_chr_24	1346065	66
BGIBMGA008443	Bmori_chr_14	14896045	40	PIENAPG00000006164	Pnapi_chr_24	1304457	66
BGIBMGA008445	Bmori_chr_14	14909216	40	PIENAPG00000013275	Pnapi_chr_24	1296799	66
BGIBMGA008446	Bmori_chr_14	15016313	40	PIENAPG00000005320	Pnapi_chr_24	1272867	66
BGIBMGA008451	Bmori_chr_15	5023	41	PIENAPG00000004435	Pnapi_chr_4	3283919	79
BGIBMGA008459	Bmori_chr_15	269950	41	PIENAPG00000002290	Pnapi_chr_4	3255809	79
BGIBMGA008460	Bmori_chr_15	276602	41	PIENAPG00000004780	Pnapi_chr_4	3251082	79
BGIBMGA008462	Bmori_chr_15	282099	41	PIENAPG00000010162	Pnapi_chr_4	3243527	79
BGIBMGA008463	Bmori_chr_15	298850	41	PIENAPG00000004857	Pnapi_chr_4	3230981	79
BGIBMGA008465	Bmori_chr_15	326704	41	PIENAPG00000007339	Pnapi_chr_4	3211039	79
BGIBMGA008466	Bmori_chr_15	336626	41	PIENAPG00000007339	Pnapi_chr_4	3211039	79
BGIBMGA008469	Bmori_chr_15	355775	41	PIENAPG00000012862	Pnapi_chr_4	3192537	79
BGIBMGA008470	Bmori_chr_15	364912	41	PIENAPG00000003097	Pnapi_chr_4	2763291	79
BGIBMGA008473	Bmori_chr_15	404506	41	PIENAPG00000009663	Pnapi_chr_4	2803599	79
BGIBMGA008474	Bmori_chr_15	409248	41	PIENAPG00000003472	Pnapi_chr_4	2802627	79
BGIBMGA008476	Bmori_chr_15	434088	41	PIENAPG00000001820	Pnapi_chr_4	2839967	79
BGIBMGA008478	Bmori_chr_15	536747	41	PIENAPG00000004761	Pnapi_chr_4	2915326	79
BGIBMGA008480	Bmori_chr_15	540867	41	PIENAPG00000010807	Pnapi_chr_4	2920416	79
BGIBMGA008481	Bmori_chr_15	543495	41	PIENAPG00000001499	Pnapi_chr_4	2921253	79
BGIBMGA008482	Bmori_chr_15	547170	41	PIENAPG00000010652	Pnapi_chr_4	2929984	79
BGIBMGA008483	Bmori_chr_15	549803	41	PIENAPG00000008206	Pnapi_chr_4	2926153	79
BGIBMGA008485	Bmori_chr_15	559846	41	PIENAPG00000004708	Pnapi_chr_4	2938390	79
BGIBMGA008488	Bmori_chr_15	682970	41	PIENAPG00000010131	Pnapi_chr_4	3029210	79
BGIBMGA008490	Bmori_chr_15	821976	41	PIENAPG00000003327	Pnapi_chr_4	3110577	79
BGIBMGA008491	Bmori_chr_15	832973	41	PIENAPG00000003621	Pnapi_chr_4	3119461	79
BGIBMGA008492	Bmori_chr_15	857053	41	PIENAPG00000006710	Pnapi_chr_4	3154611	79
BGIBMGA008495	Bmori_chr_15	919016	41	PIENAPG00000002706	Pnapi_chr_4	3171524	79
BGIBMGA008497	Bmori_chr_15	928987	41	PIENAPG00000006603	Pnapi_chr_4	3179777	79
BGIBMGA008499	Bmori_chr_15	947297	41	PIENAPG00000012142	Pnapi_chr_4	3189483	79
BGIBMGA008501	Bmori_chr_15	960172	41	PIENAPG00000001768	Pnapi_chr_4	2755659	79
BGIBMGA008503	Bmori_chr_15	969524	41	PIENAPG00000007480	Pnapi_chr_4	2748518	79
BGIBMGA008506	Bmori_chr_15	978690	41	PIENAPG00000013207	Pnapi_chr_4	2740180	79
BGIBMGA008507	Bmori_chr_15	983959	41	PIENAPG00000005686	Pnapi_chr_4	2732711	79
BGIBMGA008508	Bmori_chr_15	1031253	41	PIENAPG00000001659	Pnapi_chr_4	2690815	79
BGIBMGA008512	Bmori_chr_15	1189967	41	PIENAPG00000001601	Pnapi_chr_4	2578656	79
BGIBMGA008513	Bmori_chr_15	1303000	41	PIENAPG00000010320	Pnapi_chr_4	2547383	79
BGIBMGA008517	Bmori_chr_15	1360152	41	PIENAPG00000003133	Pnapi_chr_4	2530637	79
BGIBMGA008518	Bmori_chr_15	1372785	41	PIENAPG00000010268	Pnapi_chr_4	2502591	79
BGIBMGA008522	Bmori_chr_15	1491628	41	PIENAPG00000007992	Pnapi_chr_4	2445244	79
BGIBMGA008525	Bmori_chr_15	1515812	41	PIENAPG00000009773	Pnapi_chr_4	2439372	79
BGIBMGA008526	Bmori_chr_15	1522986	41	PIENAPG00000012185	Pnapi_chr_4	2408840	79
BGIBMGA008527	Bmori_chr_15	1535817	41	PIENAPG00000003532	Pnapi_chr_4	2400788	79
BGIBMGA008529	Bmori_chr_15	1552106	41	PIENAPG00000000774	Pnapi_chr_4	2393916	79
BGIBMGA008530	Bmori_chr_15	1568928	41	PIENAPG00000010347	Pnapi_chr_4	2389008	79
BGIBMGA008532	Bmori_chr_15	1571730	41	PIENAPG00000010780	Pnapi_chr_4	2384721	79
BGIBMGA008533	Bmori_chr_15	1581031	41	PIENAPG00000007493	Pnapi_chr_4	2380196	79
BGIBMGA008534	Bmori_chr_15	1589144	41	PIENAPG00000007309	Pnapi_chr_4	2371546	79
BGIBMGA008535	Bmori_chr_15	1594098	41	PIENAPG00000001289	Pnapi_chr_4	2363471	79
BGIBMGA008536	Bmori_chr_15	1622938	41	PIENAPG00000012216	Pnapi_chr_4	2342956	79
BGIBMGA008537	Bmori_chr_15	1630068	41	PIENAPG00000007373	Pnapi_chr_4	2306808	79
BGIBMGA008539	Bmori_chr_15	1676756	41	PIENAPG00000011732	Pnapi_chr_4	2292745	79
BGIBMGA008542	Bmori_chr_15	1690753	41	PIENAPG00000008273	Pnapi_chr_4	2280975	79
BGIBMGA008543	Bmori_chr_15	1695994	41	PIENAPG00000011302	Pnapi_chr_4	2274250	79
BGIBMGA008544	Bmori_chr_15	1712513	41	PIENAPG00000006193	Pnapi_chr_4	2271385	79
BGIBMGA008545	Bmori_chr_15	1716953	41	PIENAPG00000004284	Pnapi_chr_4	2268969	79
BGIBMGA008547	Bmori_chr_15	1724299	41	PIENAPG00000012422	Pnapi_chr_4	2258028	79
BGIBMGA008548	Bmori_chr_15	1726433	41	PIENAPG00000012930	Pnapi_chr_4	2250975	79
BGIBMGA008549	Bmori_chr_15	1741826	41	PIENAPG00000005345	Pnapi_chr_4	2248334	79
BGIBMGA008550	Bmori_chr_15	1747852	41	PIENAPG00000001914	Pnapi_chr_4	2244957	79
BGIBMGA008552	Bmori_chr_15	1758793	41	PIENAPG00000007754	Pnapi_chr_4	2230786	79
BGIBMGA008554	Bmori_chr_15	1784811	41	PIENAPG00000005488	Pnapi_chr_4	2215913	79
BGIBMGA008555	Bmori_chr_15	1811366	41	PIENAPG00000004971	Pnapi_chr_4	2210435	79
BGIBMGA008556	Bmori_chr_15	1812983	41	PIENAPG00000011340	Pnapi_chr_4	2080469	79
BGIBMGA008561	Bmori_chr_15	1857824	41	PIENAPG00000001590	Pnapi_chr_4	2192487	79
BGIBMGA008562	Bmori_chr_15	1859287	41	PIENAPG00000010932	Pnapi_chr_4	2189386	79
BGIBMGA008565	Bmori_chr_15	1870955	41	PIENAPG00000002413	Pnapi_chr_4	2183240	79
BGIBMGA008567	Bmori_chr_15	1888158	41	PIENAPG00000010731	Pnapi_chr_4	2159266	79
BGIBMGA008568	Bmori_chr_15	1919053	41	PIENAPG00000004863	Pnapi_chr_4	2155966	79
BGIBMGA008569	Bmori_chr_15	1943425	41	PIENAPG00000003119	Pnapi_chr_4	2122893	79
BGIBMGA008570	Bmori_chr_15	1964324	41	PIENAPG00000011102	Pnapi_chr_4	2113689	79
BGIBMGA008571	Bmori_chr_15	1981400	41	PIENAPG00000005172	Pnapi_chr_4	2085253	79
BGIBMGA008573	Bmori_chr_15	2002010	41	PIENAPG00000007471	Pnapi_chr_4	2070082	79
BGIBMGA008574	Bmori_chr_15	2060434	41	PIENAPG00000006583	Pnapi_chr_4	2045146	79
BGIBMGA008575	Bmori_chr_15	2112507	41	PIENAPG00000005490	Pnapi_chr_4	1988515	79
BGIBMGA008577	Bmori_chr_15	2145956	41	PIENAPG00000001714	Pnapi_chr_4	1966533	79
BGIBMGA008578	Bmori_chr_15	2155040	41	PIENAPG00000001917	Pnapi_chr_4	1948018	79
BGIBMGA008580	Bmori_chr_15	2192670	41	PIENAPG00000008286	Pnapi_chr_4	1932204	79
BGIBMGA008581	Bmori_chr_15	2298470	41	PIENAPG00000011890	Pnapi_chr_4	1785958	79
BGIBMGA008585	Bmori_chr_15	2349577	41	PIENAPG00000009316	Pnapi_chr_4	1748235	79
BGIBMGA008590	Bmori_chr_15	2556452	41	PIENAPG00000000054	Pnapi_chr_4	1603379	79
BGIBMGA008592	Bmori_chr_15	2580315	41	PIENAPG00000006725	Pnapi_chr_4	1564823	79
BGIBMGA008594	Bmori_chr_15	2605750	41	PIENAPG00000011606	Pnapi_chr_4	1558825	79
BGIBMGA008599	Bmori_chr_15	2854857	41	PIENAPG00000007846	Pnapi_chr_4	1393737	79
BGIBMGA008602	Bmori_chr_15	2912133	41	PIENAPG00000012509	Pnapi_chr_4	1305691	79
BGIBMGA008603	Bmori_chr_15	2991268	41	PIENAPG00000011105	Pnapi_chr_4	1245092	79
BGIBMGA008606	Bmori_chr_15	3101972	41	PIENAPG00000008178	Pnapi_chr_4	1146172	79
BGIBMGA008607	Bmori_chr_15	3114919	41	PIENAPG00000010728	Pnapi_chr_4	1142625	79
BGIBMGA008609	Bmori_chr_15	3195055	41	PIENAPG00000008660	Pnapi_chr_4	1044643	79
BGIBMGA008610	Bmori_chr_15	3203414	41	PIENAPG00000009340	Pnapi_chr_4	1039327	79
BGIBMGA008611	Bmori_chr_15	3211195	41	PIENAPG00000002639	Pnapi_chr_4	1035529	79
BGIBMGA008615	Bmori_chr_15	3476154	41	PIENAPG00000008479	Pnapi_chr_4	294021	79
BGIBMGA008616	Bmori_chr_15	3479387	41	PIENAPG00000000452	Pnapi_chr_4	289765	79
BGIBMGA008620	Bmori_chr_15	3502544	41	PIENAPG00000003755	Pnapi_chr_4	283159	79
BGIBMGA008622	Bmori_chr_15	3556489	41	PIENAPG00000009180	Pnapi_chr_4	271536	79
BGIBMGA008623	Bmori_chr_15	3574597	41	PIENAPG00000006200	Pnapi_chr_4	255052	79
BGIBMGA008628	Bmori_chr_15	3675307	41	PIENAPG00000005145	Pnapi_chr_4	224172	79
BGIBMGA008629	Bmori_chr_15	3689318	41	PIENAPG00000013313	Pnapi_chr_4	214378	79
BGIBMGA008631	Bmori_chr_15	3826186	41	PIENAPG00000011600	Pnapi_chr_4	164912	79
BGIBMGA008632	Bmori_chr_15	3873455	41	PIENAPG00000008622	Pnapi_chr_4	146755	79
BGIBMGA008633	Bmori_chr_15	3879145	41	PIENAPG00000009724	Pnapi_chr_4	142941	79
BGIBMGA008634	Bmori_chr_15	3892471	41	PIENAPG00000009466	Pnapi_chr_4	139774	79
BGIBMGA008635	Bmori_chr_15	3923281	41	PIENAPG00000003912	Pnapi_chr_4	104040	79
BGIBMGA008637	Bmori_chr_15	4030005	41	PIENAPG00000011662	Pnapi_chr_4	90791	79
BGIBMGA008638	Bmori_chr_15	4061781	41	PIENAPG00000005602	Pnapi_chr_4	63645	79
BGIBMGA008639	Bmori_chr_15	4098811	42	PIENAPG00000004044	Pnapi_chr_7	7321847	89
BGIBMGA008640	Bmori_chr_15	4102953	42	PIENAPG00000011144	Pnapi_chr_7	7319676	89
BGIBMGA008643	Bmori_chr_15	4173097	42	PIENAPG00000003627	Pnapi_chr_7	7282452	89
BGIBMGA008646	Bmori_chr_15	4236257	42	PIENAPG00000008788	Pnapi_chr_7	7252155	89
BGIBMGA008648	Bmori_chr_15	4289202	42	PIENAPG00000011327	Pnapi_chr_7	7230981	89
BGIBMGA008650	Bmori_chr_15	4321146	42	PIENAPG00000003945	Pnapi_chr_7	7223165	89
BGIBMGA008652	Bmori_chr_15	4350502	42	PIENAPG00000009578	Pnapi_chr_7	7176790	89
BGIBMGA008654	Bmori_chr_15	4596806	42	PIENAPG00000000230	Pnapi_chr_7	7067295	89
BGIBMGA008655	Bmori_chr_15	4604287	42	PIENAPG00000001927	Pnapi_chr_7	7060778	89
BGIBMGA008656	Bmori_chr_15	4625349	42	PIENAPG00000000985	Pnapi_chr_7	7042520	89
BGIBMGA008657	Bmori_chr_15	4652759	42	PIENAPG00000007030	Pnapi_chr_7	7028037	89
BGIBMGA008658	Bmori_chr_15	4664731	42	PIENAPG00000000002	Pnapi_chr_7	7024680	89
BGIBMGA008659	Bmori_chr_15	4675619	42	PIENAPG00000008917	Pnapi_chr_7	7019293	89
BGIBMGA008660	Bmori_chr_15	4692815	42	PIENAPG00000010828	Pnapi_chr_7	6944375	89
BGIBMGA008661	Bmori_chr_15	4749273	42	PIENAPG00000008103	Pnapi_chr_7	6929221	89
BGIBMGA008663	Bmori_chr_15	4765666	42	PIENAPG00000011982	Pnapi_chr_7	6923944	89
BGIBMGA008664	Bmori_chr_15	4768666	42	PIENAPG00000002432	Pnapi_chr_7	6919703	89
BGIBMGA008665	Bmori_chr_15	4773241	42	PIENAPG00000007201	Pnapi_chr_7	6914444	89
BGIBMGA008666	Bmori_chr_15	4878087	42	PIENAPG00000000190	Pnapi_chr_7	6860497	89
BGIBMGA008670	Bmori_chr_15	4993088	42	PIENAPG00000001057	Pnapi_chr_7	6787504	89
BGIBMGA008672	Bmori_chr_15	5012813	42	PIENAPG00000010249	Pnapi_chr_7	6782952	89
BGIBMGA008673	Bmori_chr_15	5017067	42	PIENAPG00000004385	Pnapi_chr_7	6778079	89
BGIBMGA008674	Bmori_chr_15	5024494	42	PIENAPG00000009179	Pnapi_chr_7	6742467	89
BGIBMGA008679	Bmori_chr_15	5172953	42	PIENAPG00000011668	Pnapi_chr_7	6670793	89
BGIBMGA008684	Bmori_chr_15	5377556	42	PIENAPG00000010627	Pnapi_chr_7	6537307	89
BGIBMGA008686	Bmori_chr_15	5399532	42	PIENAPG00000005668	Pnapi_chr_7	6531750	89
BGIBMGA008687	Bmori_chr_15	5407889	42	PIENAPG00000008799	Pnapi_chr_7	6528670	89
BGIBMGA008689	Bmori_chr_15	5420380	42	PIENAPG00000011815	Pnapi_chr_7	6527361	89
